id,soldier_id,company_id,decoration_id,gazetteIssue,gazettePage,gazetteDate,citation,notes,country_id
6054,7381,3 DIV PRO COY,114,Medal Roll WO 100/541,031,1948-03-09,"Clasp: ""Palestine 1945 - 1948"".   7/11/1945 to 22/03/1946.",,,4
6055,7382,,114,Medal Roll WO 100/541,032,1948-04-20,"Clasp: ""Palestine 1945 - 1948"". ",,,4
6056,7383,,114,Medal Roll WO 100/541,032,1948-04-09,"Clasp: ""Palestine 1945 - 1948"". ",,,4
6057,7384,"15 AREA PRO COY, HAIFA",114,Medal Roll WO 100/541,032,1948-04-09,"Clasp: ""Palestine 1945 - 1948"". ",,,4
6058,7385,1 DIV PRO COY,114,Medal Roll WO 100/541,032,1948-04-09,"Clasp: ""Palestine 1945 - 1948"". ",,,4
6059,7386,201 PRO COY,114,Medal Roll WO 100/541,033,1948-04-09,"Clasp: ""Palestine 1945 - 1948"". ",,,4
6060,7387,208 PRO COY,114,Medal Roll WO 100/541,035,1948-04-09,"Clasp: ""Palestine 1945 - 1948"".   12/09/1947 TO 4/10/1947.",,,4
6061,7388,,114,Medal Roll WO 100/541,036,1948-04-20,"Clasp: ""Palestine 1945 - 1948"". ",,,4
6062,7389,,114,Medal Roll WO 100/541,036,1948-04-29,"Clasp: ""Palestine 1945 - 1948"". ",,,4
6063,7390,,114,Medal Roll WO 100/541,036,1948-04-20,"Clasp: ""Palestine 1945 - 1948"". ",,,4
6064,7391,,114,Medal Roll WO 100/541,036,1948-04-20,"Clasp: ""Palestine 1945 - 1948"". ",,,4
6065,7392,,114,Medal Roll WO 100/541,036,1948-04-20,"Clasp: ""Palestine 1945 - 1948"". ",,,4
6066,7393,,114,Medal Roll WO 100/541,037,1948-07-28,"Clasp: ""Palestine 1945 - 1948"".   Shown as CQMS, 1 Guards Brigade, Grenadier Guards on medal roll.",,,4
6067,7394,,114,Medal Roll WO 100/541,038,1948-07-22,"Clasp: ""Palestine 1945 - 1948"".    Shown as No1 Dog Section 29/1/1947 and No5 Dog Section 22/8/1947.",,,4
6068,7395,PALESTINE COMMAND PRO COY,114,Medal Roll WO 100/541,039,1948-03-01,"Clasp: ""Palestine 1945 - 1948"".  Also served CRMP Base Depot and 204 Pro Coy.   13/1/1947 to 7/12/1947.",,,4
6069,7396,,114,Medal Roll WO 100/541,040,1948-06-28,"Clasp: ""Palestine 1945 - 1948"".    Unit shown as 567 AAD, RAOC, Wadi Sarar in medal roll.",,,4
6070,7397,,114,Medal Roll WO 100/505,172,1940-03-12,"Clasp ""Palestine 1936 - 1939"".   Serving with 1st Beds & Herts Regiment.",,826,4
6071,7397,,114,Medal Roll WO 100/541,041,1948-04-28,"Clasp: ""Palestine 1945 - 1948"".    RMP/SIB, A/RSM.",,826,4
6072,7398,604 (MOUNTED) PRO SQUADRON,114,Medal Roll WO 100/541,042,1948-06-10,"Clasp: ""Palestine 1945 - 1948"".  L/CPL.   1/1945 TO 12/1945.",,,4
6073,7399,,114,Medal Roll WO 100/541,046,1948-10-27,"Clasp: ""Palestine 1945 - 1948"".    RMP/SIB.",,,4
6074,7400,,114,Medal Roll WO 100/541,047,1948-10-26,"Clasp: ""Palestine 1945 - 1948"".  A/WOI.  SIB.",,,4
6075,7401,,114,Medal Roll WO 100/541,047,1948-10-26,"Clasp: ""Palestine 1945 - 1948"". ",,,4
6076,7402,,114,Medal Roll WO 100/541,047,1948-10-26,"Clasp: ""Palestine 1945 - 1948"". ",,,4
6077,2197,,114,Medal Roll WO 100/541,047,1948-10-26,"Clasp: ""Palestine 1945 - 1948"".    WOII.",,,4
6078,7403,605 SQUADRON MMP,114,Medal Roll WO 100/541,043,1948-02-04,"Clasp: ""Palestine 1945 - 1948"".  7/1947 to 1/1948.",,,4
6079,2574,605 SQUADRON MMP,114,Medal Roll WO 100/541,043,1948-02-04,"Clasp: ""Palestine 1945 - 1948"". Also 1 Div Pro Coy.   From 7/1947.",,,4
10382,915,605 SQUADRON MMP,114,Medal Roll WO 100/541,043,1948-02-04,Clasp:Palestine 1945 - 1948.   From 03/1946.,,826,
6081,7405,605 SQUADRON MMP,114,Medal Roll WO 100/541,043,1948-02-04,"Clasp: ""Palestine 1945 - 1948"".   From 07/1946.",,,4
6082,7406,605 SQUADRON MMP,114,Medal Roll WO 100/541,043,1948-02-04,"Clasp: ""Palestine 1945 - 1948"".   From 9/1947 to 11/1947.",,,4
6083,7407,605 SQUADRON MMP,114,Medal Roll WO 100/541,043,1948-02-04,"Clasp: ""Palestine 1945 - 1948"".   1943 to 1946 and 01/1947 to 04/1947.",,,4
6084,7408,605 SQUADRON MMP,114,Medal Roll WO 100/541,043,1948-02-04,"Clasp: ""Palestine 1945 - 1948"".   From 04/1947.",,,4
6085,7409,605 SQUADRON MMP,114,Medal Roll WO 100/541,043,1948-02-04,"Clasp: ""Palestine 1945 - 1948"".   10/1946 to 08/1947.",,,4
6086,7410,605 SQUADRON MMP,114,Medal Roll WO 100/541,043,1948-02-04,"Clasp: ""Palestine 1945 - 1948"".   From 12/1946.",,,4
6087,7411,605 SQUADRON MMP,114,Medal Roll WO 100/541,043,1948-02-04,"Clasp: ""Palestine 1945 - 1948"".  08/1946 to 08/1947.",,,4
6088,7412,605 SQUADRON MMP,114,Medal Roll WO 100/541,043,1948-02-04,"Clasp: ""Palestine 1945 - 1948"".   From 9/1947",,,4
6089,7413,605 SQUADRON MMP,114,Medal Roll WO 100/541,043,1948-02-04,"Clasp: ""Palestine 1945 - 1948"".   From 8/1947.",,,4
6090,7414,605 SQUADRON MMP,114,Medal Roll WO 100/541,043,1948-02-04,"Clasp: ""Palestine 1945 - 1948"".   From 4/1947.",,,4
6091,7415,605 SQUADRON MMP,114,Medal Roll WO 100/541,043,1948-02-04,"Clasp: ""Palestine 1945 - 1948"".   From 8/1947",,,4
6092,7416,605 SQUADRON MMP,114,Medal Roll WO 100/541,043,1948-02-04,"Clasp: ""Palestine 1945 - 1948"".   From 9/1946.",,,4
6093,7417,605 SQUADRON MMP,114,Medal Roll WO 100/541,043,1948-02-04,"Clasp: ""Palestine 1945 - 1948"".   7/1946 to 2/1947.",,,4
6094,7418,605 SQUADRON MMP,114,Medal Roll WO 100/541,043,1948-02-04,"Clasp: ""Palestine 1945 - 1948"".   From 2/1947.",,,4
6095,7419,605 SQUADRON MMP,114,Medal Roll WO 100/541,043,1948-02-04,"Clasp: ""Palestine 1945 - 1948"".   From 10/1947.",,,4
6096,7420,605 SQUADRON MMP,114,Medal Roll WO 100/541,043,1948-02-04,"Clasp: ""Palestine 1945 - 1948"".   From 8/1947.   Duplicated and cancelled on page 060 of medal roll and number shown as 2074361.",,,4
6097,7421,605 SQUADRON MMP,114,Medal Roll WO 100/541,043,1948-02-04,"Clasp: ""Palestine 1945 - 1948"".   From 7/1946.",,,4
6098,7422,1 DIV PRO COY,114,Medal Roll WO 100/541,044,1948-02-04,"Clasp: ""Palestine 1945 - 1948"".    12/1946 to 5/1947.",,,4
6099,7423,605 SQUADRON MMP,114,Medal Roll WO 100/541,044,1948-02-04,"Clasp: ""Palestine 1945 - 1948"".   From  2/1947.",,,4
6100,7424,605 SQUADRON MMP,114,Medal Roll WO 100/541,044,1948-02-04,"Clasp: ""Palestine 1945 - 1948"".    From 8/1947.",,,4
6101,7425,605 SQUADRON MMP,114,Medal Roll WO 100/541,044,1948-02-04,"Clasp: ""Palestine 1945 - 1948"".    From 4/1947.",,,4
6102,7426,605 SQUADRON MMP,114,Medal Roll WO 100/541,044,1948-02-04,"Clasp: ""Palestine 1945 - 1948"".    From 6/1946.",,,4
6103,7427,605 SQUADRON MMP,114,Medal Roll WO 100/541,044,1948-02-04,"Clasp: ""Palestine 1945 - 1948"".   7/1946 to 8/1947.",,,4
6104,7428,605 SQUADRON MMP,114,Medal Roll WO 100/541,041,1948-02-04,"Clasp ""Palestine 1945 - 1948"".   FromApril 1947.",,,4
6105,7429,605 SQUADRON MMP,114,Medal Roll WO 100/541,044,1948-02-04,"Clasp ""Palestine 1945 - 1948"".   From Oct. 1946.",,,4
6106,7430,605 SQUADRON MMP,114,Medal Roll WO 100/541,044,1948-02-04,"Clasp ""Palestine 1945 - 1948"".   From Oct 1946.",,,4
6107,7431,605 SQUADRON MMP,114,Medal Roll WO 100/541,044,1948-02-04,"Clasp ""Palestine 1945 - 1948"".   From Aug 1946 to Sept 1947. ",,,4
6108,7432,605 SQUADRON MMP,114,Medal Roll WO 100/541,044,1948-02-04,"Clasp ""Palestine 1945 - 1948"".   From Oct 1946.",,,4
6109,7433,605 SQUADRON MMP,114,Medal Roll WO 100/541,044,1948-02-04,"Clasp ""Palestine 1945 - 1948"".   From April 1947.",,,4
6110,7434,605 SQUADRON MMP,114,Medal Roll WO 100/541,044,1948-02-04,"Clasp ""Palestine 1945 - 1948"".   From Aug 1946 to Aug 1947.",,,4
6111,7435,201 PRO COY,114,Medal Roll WO 100/541,045,1948-09-29,"Clasp ""Palestine 1945 - 1948"".",,,4
6112,7436,209 PRO COY,114,Medal Roll WO 100/541,045,1948-09-20,"Clasp ""Palestine 1945 - 1948"".   Also served in 201 Pro Coy.",,,4
6113,7437,3 DIV PRO COY,114,Medal Roll WO 100/541,045,1948-09-20,"Clasp ""Palestine 1945 - 1948"".  Also served in 209 Pro Coy, 203 Pro Coy and 201 Pro Coy.",,,4
6114,7438,3 DIV PRO COY,114,Medal Roll WO 100/541,045,1948-09-20,"Clasp ""Palestine 1945 - 1948"".  ",,,4
6115,7439,PALESTINE COMMAND PRO COY,114,Medal Roll WO 100/541,045,1948-09-20,"Clasp ""Palestine 1945 - 1948"".   Also served in 209 and 201 Pro Coy's.",,,4
6116,7440,1 ARMD DIV PRO COY,114,Medal Roll WO 100/541,045,1948-09-20,"Clasp ""Palestine 1945 - 1948"".",,,4
6117,7441,5 SIS SIB,114,Medal Roll WO 100/541,048,1948-11-27,"Clasp ""Palestine 1945 - 1948"".   From 9/4/1948 to 3/5/1948.",,,4
6118,7442,5 SIS SIB,114,Medal Roll WO 100/541,048,1948-11-27,"Clasp ""Palestine 1945 - 1948"".   From 9/4/1948 to 3/5/1948.",,,4
6119,7443,5 SIS SIB,114,Medal Roll WO 100/541,048,1948-11-27,"Clasp ""Palestine 1945 - 1948"".   From 28/2/1948 to 3/5/1948.",,,4
6120,7444,5 SIS SIB,114,Medal Roll WO 100/541,048,1948-11-27,"Clasp ""Palestine 1945 - 1948"".  From 24/6/1946 to 13/3/1948.",,,4
6121,7445,5 SIS SIB,114,Medal Roll WO 100/541,048,1948-11-27,"Clasp ""Palestine 1945 - 1948"".   From 24/6/1946 to 13/3/1948.   Replacement medal issued 15/5/1956.",,,4
6122,7446,5 SIS SIB,114,Medal Roll WO 100/541,048,1948-11-27,"Clasp ""Palestine 1945 - 1948"".   From 9/4/1948 to 3/5/1948.",,,4
6123,7447,SIB,114,Medal Roll WO 100/541,049,1948-12-03,"Clasp ""Palestine 1945 - 1948"".   ",,,4
6124,7448,,114,Medal Roll WO 100/541,048,1948-12-03,"Clasp ""Palestine 1945 - 1948"".",,,4
6125,7449,,114,Medal Roll WO 100/541,048,1948-12-03,"Clasp ""Palestine 1945 - 1948"".",,,4
6126,7450,SIB,114,Medal Roll WO 100/541,050,1948-11-19,"Clasp ""Palestine 1945 - 1948"".",,,4
6127,7451,SIB,114,Medal Roll WO 100/541,050,1948-11-19,"Clasp ""Palestine 1945 - 1948"".",,,4
6128,7452,,114,Medal Roll WO 100/541,050,1948-11-19,"Clasp ""Palestine 1945 - 1948"".",,,4
6129,7453,209 PRO COY,114,Medal Roll WO 100/541,051,1948-12-10,"Clasp ""Palestine 1945 - 1948"".",,,4
6130,7454,6 AIRBORNE DIV PRO COY,114,Medal Roll WO 100/541,051,1948-12-10,"Clasp ""Palestine 1945 - 1948"".   Also served with 209 Pro Coy and RMP Staff Palestine.   Same No. and initials and name Tollefson are shown in medal roll WO 100/541, page 0161 dated 1/10/1958.",,,4
6131,7455,208 PRO COY,114,Medal Roll WO 100/541,052,1948-12-06,"Clasp ""Palestine 1945 - 1948"".",,,4
6132,7456,3 DIV PRO COY,114,Medal Roll WO 100/541,052,1948-12-06,"Clasp ""Palestine 1945 - 1948"".",,,4
6133,7457,,114,Medal Roll WO 100/541,054,1948-09-13,"Clasp ""Palestine 1945 - 1948"".",,,4
6134,7458,201 PRO COY,114,Medal Roll WO 100/541,052,1948-12-06,"Clasp ""Palestine 1945 - 1948"".",,,4
6135,7459,3 DIV PRO COY,114,Medal Roll WO 100/541,052,1948-12-06,"Clasp ""Palestine 1945 - 1948"".",,,4
6136,7460,,114,Medal Roll WO 100/503,037,1940-02-10,"Clasp "" Palestine 1936 - 1939""   Pte. The Buffs.",,,4
6137,7460,,114,Medal Roll WO 100/541,053,1948-09-13,"Clasp ""Palestine 1945 - 1948"".",,,4
6138,7452,,114,Medal Roll WO 100/503,035,1940-02-10,"Clasp ""Palestine 1936 - 1939"".   Serving with 1 Buffs.",,,4
6139,7461,,114,Medal Roll WO 100/541,053,1948-09-13,"Clasp ""Palestine 1945 -1948"".",,,4
6140,7462,,114,Medal Roll WO 100/541,053,1948-09-13,"Clasp ""Palestine 1945 -1948"".",,826,4
6141,7463,,114,Medal Roll WO 100/541,053,1948-09-13,"Clasp ""Palestine 1945 -1948"".",,,4
6142,7464,,114,Medal Roll WO 100/541,053,1948-09-13,"Clasp ""Palestine 1945 -1948"".",,,4
6143,7465,,114,Medal Roll WO 100/541,053,1948-09-13,"Clasp ""Palestine 1945 -1948"".",,,4
6144,7466,,114,Medal Roll WO 100/541,053,1948-09-13,"Clasp ""Palestine 1945 -1948"".",,,4
6145,7467,,114,Medal Roll WO 100/541,053,1948-09-13,"Clasp ""Palestine 1945 -1948"".",,,4
6146,2028,,114,Medal Roll WO 100/541,053,1948-09-13,"Clasp ""Palestine 1945 -1948"".",,,4
6147,7468,,114,Medal Roll WO 100/541,053,1948-09-13,"Clasp ""Palestine 1945 -1948"".",,,4
6148,7469,,114,Medal Roll WO 100/541,053,1948-09-13,"Clasp ""Palestine 1945 -1948"".",,,4
6149,7470,,114,Medal Roll WO 100/541,053,1948-09-13,"Clasp ""Palestine 1945 -1948"".",,,4
6150,7471,,114,Medal Roll WO 100/541,053,1948-09-13,"Clasp ""Palestine 1945 -1948"".",,,4
6151,7472,,114,Medal Roll WO 100/541,053,1948-09-13,"Clasp ""Palestine 1945 -1948"".",,,4
6152,7473,,114,Medal Roll WO 100/541,053,1948-09-13,"Clasp ""Palestine 1945 -1948"".",,826,4
6153,7474,,114,Medal Roll WO 100/541,053,1948-09-13,"Clasp ""Palestine 1945 -1948"".",,,4
6154,2029,,114,Medal Roll WO 100/541,053,1948-09-13,"Clasp ""Palestine 1945 -1948"".",,,4
6155,7475,,114,Medal Roll WO 100/541,053,1948-09-13,"Clasp ""Palestine 1945 -1948"".",,,4
6156,7476,,114,Medal Roll WO 100/541,053,1948-09-13,"Clasp ""Palestine 1945 -1948"".",,,4
6157,7477,,114,Medal Roll WO 100/541,053,1948-09-13,"Clasp ""Palestine 1945 -1948"".",,826,4
6158,492,,114,Medal Roll WO 100/541,053,1948-09-13,"Clasp ""Palestine 1945 -1948"".   RSM.",,,4
6159,7478,,114,Medal Roll WO 100/541,054,1948-09-13,"Clasp ""Palestine 1945 -1948"".",,,4
6160,7479,208 PRO COY,114,Medal Roll WO 100/541,057,1948-11-23,"Clasp ""Palestine 1945 -1948"".",,,4
6161,7480,SIB,114,Medal Roll WO 100/541,056,1948-11-17,"Clasp ""Palestine 1945 -1948"".",,,4
6162,7481,,114,Medal Roll WO 100/541,055,1948-07-14,"Clasp ""Palestine 1945 -1948"".",,,4
6163,7482,,114,Medal Roll WO 100/541,055,1948-07-14,"Clasp ""Palestine 1945 -1948"".",,,4
6164,7483,,114,Medal Roll WO 100/541,055,1948-07-14,"Clasp ""Palestine 1945 -1948"".",,,4
6165,7484,,114,Medal Roll WO 100/541,055,1948-07-14,"Clasp ""Palestine 1945 -1948"".",,,4
6166,7485,,114,Medal Roll WO 100/541,055,1948-07-14,"Clasp ""Palestine 1945 -1948"".",,,4
6167,7486,,114,Medal Roll WO 100/541,055,1948-07-14,"Clasp ""Palestine 1945 -1948"".",,,4
6168,7487,,114,Medal Roll WO 100/541,055,1948-07-14,"Clasp ""Palestine 1945 -1948"".",,,4
6169,7488,,114,Medal Roll WO 100/541,055,1948-07-14,"Clasp ""Palestine 1945 -1948"".",,,4
6170,7489,,114,Medal Roll WO 100/541,055,1948-07-14,"Clasp ""Palestine 1945 -1948"".",,,4
6171,7490,,114,Medal Roll WO 100/541,055,1948-07-14,"Clasp ""Palestine 1945 -1948"".",,,4
6172,7491,,114,Medal Roll WO 100/541,055,1948-07-14,"Clasp ""Palestine 1945 -1948"".",,,4
6173,7492,,114,Medal Roll WO 100/541,055,1948-07-14,"Clasp ""Palestine 1945 -1948"".",,,4
6174,7493,,114,Medal Roll WO 100/541,055,1948-07-14,"Clasp ""Palestine 1945 -1948"".",,,4
6175,7494,6 AIRBORNE DIV PRO COY,114,Medal Roll WO 100/541,058,1948-11-18,"Clasp ""Palestine 1945 -1948"".",,,4
6176,7495,,114,Medal Roll WO 100/541,059,1948-11-18,"Clasp ""Palestine 1945 -1948"".   From 27/9/1945 to evacuation.",,,4
6177,7496,203 PRO COY,114,Medal Roll WO 100/541,043,1948-12-23,"Clasp ""Palestine 1945 -1948"".   Employed on train duties.",,,4
6178,7497,1 DIV PRO COY,114,Medal Roll WO 100/541,065,1949-03-30,"Clasp ""Palestine 1945 -1948"".",,,4
6179,7498,1 ARMD DIV PRO COY,114,Medal Roll WO 100/541,067,1949-03-10,"Clasp ""Palestine 1945 -1948"".",,,4
6180,7499,21 AREA PRO COY,114,Medal Roll WO 100/541,068,1948-12-16,"Clasp ""Palestine 1945 -1948"".   Sept 1943 to May 1946.",,,4
6181,7499,,114,Medal Roll WO 100/506,215,1940-04-04,"Clasp ""Palestine 1935 - 1939"".   Pte. Green Howards.",,,4
6182,7500,RMP BASE DEPOT,114,Medal Roll WO 100/541,070,1949-03-23,"Clasp ""Palestine 1945 -1948"".",,,4
6183,7501,6 AIRBORNE DIV PRO COY,114,Medal Roll WO 100/541,071,1948-01-17,"Clasp ""Palestine 1945 -1948"".",,,4
6184,7502,,114,Medal Roll WO 100/541,071,1948-01-17,"Clasp ""Palestine 1945 -1948"".   Awarded whilst with Anti/Tank Regiment RA.",,,4
6185,7503,6 AIRBORNE DIV PRO COY,114,Medal Roll WO 100/541,071,1948-01-17,"Clasp ""Palestine 1945 -1948"".",,,4
6186,7504,6 AIRBORNE DIV PRO COY,114,Medal Roll WO 100/541,072,1949-11-05,"Clasp ""Palestine 1945 -1948"".   Medal roll annotated extracted from Re medal roll.",,,4
6187,7505,1 DIV PRO COY,114,Medal Roll WO 100/541,073,1949-04-26,"Clasp ""Palestine 1945 -1948"".",,,4
6188,3660,MPSC,19,30450,68,1918-01-01,France.   S/Sgt (A/SM).,,826,
6190,7506,,114,Medal Roll WO 100/541,060,1948-07-16,"Clasp ""Palestine 1945 -1948"".",,,4
6191,7507,,114,Medal Roll WO 100/541,060,1948-07-16,,,,4
6192,7508,,114,Medal Roll WO 100/541,060,1948-07-16,"Clasp ""Palestine 1945 -1948"".",,,4
6193,7509,,114,Medal Roll WO 100/541,060,1948-07-16,"Clasp ""Palestine 1945 -1948"".",,,4
6194,7510,,114,Medal Roll WO 100/541,060,1948-07-16,"Clasp ""Palestine 1945 -1948"".",,,4
6195,7511,,114,Medal Roll WO 100/541,060,1948-07-16,"Clasp ""Palestine 1945 -1948"".",,,4
6196,7512,,114,Medal Roll WO 100/541,060,1948-07-16,"Clasp ""Palestine 1945 -1948"".",,,4
6197,7513,,114,Medal Roll WO 100/541,060,1948-07-16,"Clasp ""Palestine 1945 -1948"".",,,4
6198,7514,,114,Medal Roll WO 100/541,060,1948-07-16,"Clasp ""Palestine 1945 -1948"".",,,4
6199,7515,,114,Medal Roll WO 100/541,060,1948-07-16,"Clasp ""Palestine 1945 -1948"".",,,4
6200,7516,,114,Medal Roll WO 100/541,060,1948-07-16,"Clasp ""Palestine 1945 -1948"".",,,4
6201,7517,,114,Medal Roll WO 100/541,060,1948-07-16,"Clasp ""Palestine 1945 -1948"".",,,4
6202,7518,,114,Medal Roll WO 100/541,060,1948-07-16,"Clasp ""Palestine 1945 -1948"".",,,4
6203,7519,,114,Medal Roll WO 100/541,060,1948-07-16,"Clasp ""Palestine 1945 -1948"".",,,4
6204,7520,,114,Medal Roll WO 100/541,060,1948-07-16,"Clasp ""Palestine 1945 -1948"".",,,4
6205,7521,,114,Medal Roll WO 100/541,060,1948-07-16,"Clasp ""Palestine 1945 -1948"".",,,4
6206,7522,,114,Medal Roll WO 100/541,060,1948-07-16,"Clasp ""Palestine 1945 -1948"".",,,4
6207,7523,,114,Medal Roll WO 100/541,060,1948-07-16,"Clasp ""Palestine 1945 -1948"".",,,4
6208,7524,201 PRO COY,114,Medal Roll WO 100/541,061,1949-01-01,"Clasp ""Palestine 1945 -1948"".   Duplicated on medal roll WO 100541, 0105, 1/05/1950 unit HQ 6 Airborne Div.",,,4
6209,7525,,114,Medal Roll WO 100/541,062,1949-02-09,"Clasp ""Palestine 1945 -1948"".",,,4
6210,7526,,114,Medal Roll WO 100/541,062,1949-02-09,"Clasp ""Palestine 1945 -1948"".",,,4
6211,7527,,114,Medal Roll WO 100/541,062,1949-02-09,"Clasp ""Palestine 1945 -1948"".   Shown as 1 South Wales Borderers on medal roll.",,,4
6212,7528,,114,Medal Roll WO 100/541,062,1949-02-09,"Clasp ""Palestine 1945 -1948"".",,,4
6213,7529,208 PRO COY,114,Medal Roll WO 100/541,062,1949-02-09,"Clasp ""Palestine 1945 -1948"".",,,4
6214,7530,1 DIV PRO COY,114,Medal Roll WO 100/541,062,1949-02-09,"Clasp ""Palestine 1945 -1948"".",,,4
6215,7531,2 DOG SECTION,114,Medal Roll WO 100/541,064,1948-12-23,"Clasp ""Palestine 1945 -1948"".   A/CSM, Sarafand.",,,4
6216,7532,,114,Medal Roll WO 100/541,065,1948-12-23,"Clasp ""Palestine 1945 -1948"".   Formerly 223 Coy RASC (Air Despatch), Palestine.",,,4
6217,7533,,114,Medal Roll WO 100/541,064,1948-12-23,"Clasp ""Palestine 1945 -1948"".    Shown as RMP, 1Bn Hartfordshire Regt. on medal roll.",,,4
6218,7534,,114,Medal Roll WO 100/541,064,1948-12-23,"Clasp ""Palestine 1945 -1948"".   Train Duties.",,,4
6219,7535,,114,Medal Roll WO 100/541,064,1948-12-23,"Clasp ""Palestine 1945 -1948"".   Shown as RMP, 1 KOSB on medal roll.",,,4
6220,7536,203 PRO COY,114,Medal Roll WO 100/541,064,1948-12-23,"Clasp ""Palestine 1945 -1948"".   Train Control",,,4
6221,7537,209 PRO COY,114,Medal Roll WO 100/541,064,1948-12-23,"Clasp ""Palestine 1945 -1948"".",,826,4
6222,7538,1 DIV PRO COY,114,Medal Roll WO 100/541,064,1948-12-23,"Clasp ""Palestine 1945 -1948"".",,,4
6223,7539,201 PRO COY,114,Medal Roll WO 100/541,065,1949-01-31,"Clasp ""Palestine 1945 -1948"".",,,4
6224,7540,6 AIRBORNE DIV PRO COY,114,Medal Roll WO 100/541,065,1949-01-31,"Clasp ""Palestine 1945 -1948"".",,,4
6225,7541,6 AIRBORNE DIV PRO COY,114,Medal Roll WO 100/541,065,1949-01-31,"Clasp ""Palestine 1945 -1948"".",,,4
6226,7542,6 AIRBORNE DIV PRO COY,114,Medal Roll WO 100/541,065,1949-01-31,"Clasp ""Palestine 1945 -1948"".",,,4
6227,7543,21 AREA PRO COY,114,Medal Roll WO 100/541,065,1949-01-31,"Clasp ""Palestine 1945 -1948"".",,,4
6228,7544,208 PRO COY,114,Medal Roll WO 100/541,065,1949-01-31,"Clasp ""Palestine 1945 -1948"".",,,4
6229,7545,209 PRO COY,114,Medal Roll WO 100/541,065,1949-01-31,"Clasp ""Palestine 1945 -1948"".",,,4
6230,7546,"15 AREA PRO COY, HAIFA",114,Medal Roll WO 100/541,069,1949-03-29,"Clasp ""Palestine 1945 -1948"".   SIB.",,,4
6231,7547,HQ SIB,114,Medal Roll WO 100/541,069,1949-03-29,"Clasp ""Palestine 1945 -1948"".",,,4
6232,7548,209 PRO COY,114,Medal Roll WO 100/541,069,1949-03-29,"Clasp ""Palestine 1945 -1948"".",,,4
6233,7549,1 DIV PRO COY,114,Medal Roll WO 100/541,069,1949-03-29,"Clasp ""Palestine 1945 -1948"".",,,4
6234,7550,,114,Medal Roll WO 100/541,069,1949-03-29,"Clasp ""Palestine 1945 -1948"".   Shown as RMP. 12 Gen Hospital on medal roll.",,,4
6235,7551,1 DIV PRO COY,114,Medal Roll WO 100/541,069,1949-03-29,"Clasp ""Palestine 1945 -1948"".",,,4
6236,7552,21 AREA PRO COY,114,Medal Roll WO 100/541,069,1949-03-29,"Clasp ""Palestine 1945 -1948"".",,,4
6237,7553,1 ARMD DIV PRO COY,114,Medal Roll WO 100/541,069,1949-03-29,"Clasp ""Palestine 1945 -1948"".",,,4
6238,7554,5 SIS SIB,114,Medal Roll WO 100/541,069,1949-03-29,"Clasp ""Palestine 1945 -1948"".",,,4
6239,7555,6 AIRBORNE DIV PRO COY,114,Medal Roll WO 100/541,074,1949-04-14,"Clasp ""Palestine 1945 -1948"".",,,4
6240,7556,201 PRO COY,114,Medal Roll WO 100/541,074,1949-04-14,"Clasp ""Palestine 1945 -1948"".",,,4
6241,7557,201 PRO COY,114,Medal Roll WO 100/541,074,1949-04-14,"Clasp ""Palestine 1945 -1948"".",,,4
6242,7558,201 PRO COY,114,Medal Roll WO 100/541,075,1949-04-25,"Clasp ""Palestine 1945 -1948"".   Gaza.",,,4
6243,5806,203 PRO COY,114,Medal Roll WO 100/541,076,1949-04-29,"Clasp ""Palestine 1945 -1948"".   Sgt.",,,4
